timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
17804.00;53.66;f_lane1_309.0;-1028163861#3_1;264.28;0.00;22.65;type_wiedemann;1239.14;278.74
17805.00;324.15;f_lane0_308.1;-1028163861#2_0;117.53;0.00;18.53;type_wiedemann;1358.43;491.34
17805.00;53.66;f_lane0_309.0;-1028163861#3_0;242.41;0.00;18.35;type_wiedemann;1223.45;263.23
17805.00;53.66;f_lane1_309.0;-1028163861#3_1;286.94;0.00;22.65;type_wiedemann;1257.36;292.14
17806.00;311.80;f_lane0_308.1;-1028163861#2_0;136.06;0.00;18.53;type_wiedemann;1345.51;504.89
17806.00;53.66;f_lane0_309.0;-1028163861#3_0;260.76;0.00;18.35;type_wiedemann;1238.25;274.11
17806.00;53.66;f_lane1_309.0;-1028163861#3_1;309.59;0.00;22.65;type_wiedemann;1275.59;305.55
17807.00;302.54;f_lane0_308.1;-1028163861#2_0;154.59;0.00;18.53;type_wiedemann;1330.23;515.69
17807.00;53.66;f_lane0_309.0;-1028163861#3_0;279.11;0.00;18.35;type_wiedemann;1253.05;285.00
17807.00;53.66;f_lane1_309.0;-1028163861#3_1;332.24;0.00;22.65;type_wiedemann;1293.81;318.95
17808.00;288.46;f_lane0_308.1;-1028163861#2_0;173.12;0.00;18.53;type_wiedemann;1312.89;522.81
17808.00;53.66;f_lane0_309.0;-1028163861#3_0;297.45;0.00;18.35;type_wiedemann;1267.85;295.88
17808.00;53.66;f_lane1_309.0;-1028163861#3_1;354.89;0.00;22.65;type_wiedemann;1312.04;332.36
17809.00;279.99;f_lane0_308.1;-1028163861#2_0;191.65;0.00;18.53;type_wiedemann;1294.71;527.26
17809.00;53.66;f_lane0_309.0;-1028163861#3_0;315.80;0.00;18.35;type_wiedemann;1282.64;306.77
17809.00;53.66;f_lane1_309.0;-1028163861#3_1;373.98;0.00;19.09;type_wiedemann;1327.39;343.65
17810.00;270.10;f_lane0_308.1;-1028163861#2_0;210.18;0.00;18.53;type_wiedemann;1276.02;528.41
17810.00;53.66;f_lane0_309.0;-1028163861#3_1;334.15;0.00;18.35;type_wiedemann;1295.34;320.08
17810.00;53.66;f_lane1_309.0;-1028163861#3_1;388.56;0.00;14.59;type_wiedemann;1339.12;352.28
17811.00;260.98;f_lane0_308.1;-1028163861#2_0;228.71;0.00;18.53;type_wiedemann;1257.39;526.36
17811.00;53.66;f_lane0_309.0;-1028163861#3_1;352.22;0.00;18.07;type_wiedemann;1309.88;330.77
17811.00;45.73;f_lane1_309.0;-1028163861#3_1;398.65;0.00;10.09;type_wiedemann;1346.75;358.83
17812.00;257.99;f_lane0_308.1;-1028163861#2_0;247.24;0.00;18.53;type_wiedemann;1239.01;522.57
17812.00;53.66;f_lane0_309.0;-1028163861#3_1;368.50;0.00;16.28;type_wiedemann;1322.98;340.41
17812.00;45.75;f_lane1_309.0;-1028163861#3_0;404.23;0.00;5.59;type_wiedemann;1352.97;360.42
17813.00;255.76;f_lane0_308.1;-1028163861#2_0;265.77;0.00;18.53;type_wiedemann;1220.75;518.27
17813.00;53.66;f_lane0_309.0;-1028163861#3_1;384.45;0.00;15.96;type_wiedemann;1335.82;349.85
17813.00;44.63;f_lane1_309.0;:9476898787_7_0;7.00;0.00;8.19;type_wiedemann;1358.75;366.22
17814.00;255.76;f_lane0_308.1;-1028163861#2_0;284.30;0.00;18.53;type_wiedemann;1202.56;513.65
17814.00;49.32;f_lane0_309.0;-1028163861#3_1;395.91;0.00;11.46;type_wiedemann;1344.79;356.92
17814.00;29.03;f_lane1_309.0;:9476898787_7_0;17.78;0.00;10.79;type_wiedemann;1364.75;375.12
17815.00;255.76;f_lane0_308.1;-1028163861#2_0;302.83;0.00;18.53;type_wiedemann;1184.38;509.04
17815.00;45.73;f_lane0_309.0;-1028163861#3_1;402.86;0.00;6.96;type_wiedemann;1349.76;361.77
17815.00;22.69;f_lane1_309.0;-1028163861#2_0;9.09;0.00;13.39;type_wiedemann;1370.09;387.52
17816.00;255.76;f_lane0_308.1;-1028163861#2_0;321.36;0.00;18.53;type_wiedemann;1166.19;504.42
17816.00;44.20;f_lane0_309.0;:9476898787_7_1;7.00;0.00;9.56;type_wiedemann;1356.48;368.54
17816.00;18.90;f_lane1_309.0;-1028163861#2_0;25.07;0.00;15.99;type_wiedemann;1375.59;402.74
17817.00;26.42;f_lane0_309.0;:9476898787_7_1;19.15;0.00;12.16;type_wiedemann;1362.88;378.78
